Gr19_scaffold141	1269314	1269779	g5941.t1	0	-
Gr19_scaffold141	1279862	1281345	g5942.t1	0	+
Gr19_scaffold141	1295775	1297699	g5945.t1	0	+
Gr19_scaffold141	1390140	1391129	g5964.t1	0	+
Gr19_scaffold141	1403174	1404034	g5969.t1	0	+
Gr19_scaffold139	159278	167878	g9198.t1	0	-
Gr19_scaffold139	170154	170957	g9199.t1	0	-
Gr19_scaffold139	172863	173602	g9200.t1	0	-
Gr19_scaffold139	176300	177102	g9201.t1	0	-
Gr19_scaffold139	179637	180477	g9202.t1	0	-
Gr19_scaffold139	182542	183407	g9203.t1	0	-
Gr19_scaffold139	185470	197346	g9204.t1	0	-
